gene_ID	gene_names	baseMean	log2FoldChange	lfcSE	pvalue	padj	miR430	mitochondrial	DE
ENSDARG00000087647	ENSDARG00000087647	sept7a	49.4969322647899	-0.470238260377386	0.693506125901971	0.0192399035245953	0.285836962274191	FALSE	FALSE	not DE
ENSDARG00000039265	ENSDARG00000039265	arhgap4a	13.7335112710984	-0.470023570890044	0.946045266381826	0.0358686609232925	0.38745363578246	FALSE	FALSE	not DE
ENSDARG00000021408	ENSDARG00000021408	poglut3	27.9004579207972	-0.467157200043425	0.75718988596277	0.0255307295796609	0.324680750982629	FALSE	FALSE	not DE
ENSDARG00000010408	ENSDARG00000010408	igsf9b	16.1325580749535	-0.467154792511594	0.940885762532642	0.03631023092468	0.38887272889941	FALSE	FALSE	not DE
ENSDARG00000034503	ENSDARG00000034503	per2	72.7485897845967	-0.466262859691199	0.693720207838129	0.0197255789603211	0.288449690701403	FALSE	FALSE	not DE
ENSDARG00000074431	ENSDARG00000074431	ddb1	16.5015979587349	-0.466247404194751	0.83932069622829	0.0329091233501909	0.373108921696046	FALSE	FALSE	not DE
ENSDARG00000071727	ENSDARG00000071727	si:dkey-37o8.1	5.34705405287924	-0.465889559813886	1.07298713106879	0.0193314808333192	0.285836962274191	FALSE	FALSE	not DE
ENSDARG00000036245	ENSDARG00000036245	wipf3	7.18012944880299	-0.465200343809945	1.08998366160674	0.0152410283786754	0.258791426451825	FALSE	FALSE	not DE
ENSDARG00000038855	ENSDARG00000038855	chmp5a	5.53353340058106	-0.460975828123755	1.04693223585538	0.0244037793853672	0.319961749700922	FALSE	FALSE	not DE
ENSDARG00000060922	ENSDARG00000060922	ess2	55.9165846154233	-0.460243559083086	0.813557625857542	0.0318706955577819	0.368415631626576	FALSE	FALSE	not DE
ENSDARG00000090473	ENSDARG00000090473	si:ch211-269k10.5	8.06677902839233	-0.457641625437283	0.999468309847331	0.0325093614303393	0.370239269155387	FALSE	FALSE	not DE
ENSDARG00000104390	ENSDARG00000104390	sumo2a	6.57085844533169	-0.457271824612583	0.937909343115792	0.0375310631318789	0.395323716953864	FALSE	FALSE	not DE
ENSDARG00000073709	ENSDARG00000073709	fam149a	10.9480370568202	-0.45366593988288	0.956462128340691	0.0370171363397854	0.392193906839213	FALSE	FALSE	not DE
ENSDARG00000069995	ENSDARG00000069995	dpy19l1l	55.3277773529276	-0.45287655243635	0.777173372412593	0.0297842556687199	0.354508504902992	FALSE	FALSE	not DE
